Q2: Question,Q2: Réponse,Q3: Question,Q3: Réponse,Q3: Commentaire,Q4: Question,Q4: Réponse,Q4: Commentaire,Q5: Question,Q5: Réponse,Q5: Commentaire,Q6: Question,Q6: Réponse,Q6: Commentaire,Q7: Question,Q7: Réponse,Q7: Commentaire,Q8: Question,Q8: Réponse,Q8: Commentaire,Q9: Question,Q9: Réponse,Q9: Commentaire,Q10: Question,Q10: Réponse,Q10: Commentaire,Q11: Question,Q11: Réponse,Q12: Question,Q12: Réponse,Q13: Question,Q13: Réponse
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,"Claude Code, Antigravity, GitHub Copilot, etc. proposent tous des assistants de développement basés sur des modèles de la famille Claude, dont Claude Opus 4.5, aujourd’hui considéré comme l’un des modèles les plus performants pour le codage.
Amazon propose avec Amazon Bedrock un service d’inférence managée permettant un traitement régional des requêtes (souveraineté opérationnelle assurée contractuellement), tout en garantissant que les données et les prompts restent la propriété du client et ne sont pas réutilisés pour l’entraînement des modèles.
Le service s’intègre dans un VPC, avec la possibilité de restreindre ou supprimer l’accès Internet, d’utiliser des endpoints privés, et de mettre en place des mécanismes complets de journalisation, traçabilité et audit.
On est ainsi très loin d’un ""copilot branché sur le web"".
Des solutions comme Amazon Bedrock permettent pour la première fois d’envisager une assistance IA industrielle, encadrée et auditée, compatible avec des exigences fortes de sécurité et de confidentialité, là où les outils grand public sont hors-cadre par nature.

Sources :
https://aws.amazon.com/fr/about-aws/whats-new/2025/11/claude-opus-4-5-amazon-bedrock/
https://docs.aws.amazon.com/bedrock/latest/userguide/models-supported.html
https://docs.aws.amazon.com/bedrock/latest/userguide/data-protection.html","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"'- Peut-être mieux centraliser la documentation, pour faciliter la prise de poste des nouveaux : Proposer un Intranet dédié, pour l'instant https://intranet.insee.fr/jcms/c_2027037/fr/developpement-informatique est vide... Tout comme https://intranet.insee.fr/jcms/c_2027036/fr/infrastructure-et-production
- Une adaptation de l'encadrement de l'usage de l'IA pour les développeurs, en proposant des outils performants et sécurisés.
- A défaut de trouver et proposer des solutions sérieuses sur l'assistance de codage IA, avoir plus de développeurs.",Si vous deviez lister 3 points forts,"'- L'architecture est robuste et les services proposés opérationnels,
- L'offre devOps est très large, des VM aux Containers, 
- Les compétences et formations internes sont de qualité.",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,On a hâte d'avoir accès de manière facilitée à ELK,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"La politique de gestion des CVEs, l'accompagnement sur la partie CI/CD des équipes, le partage des compétences et expérimentations entre équipes",Si vous deviez lister 3 points forts,"La formation et l'accompagnement des développeurs, le cadre ""libertaire"" (choix des outils, choix techniques) dans lequel on travaille, l'ambiance qualité ",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIO,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,"Diversité et adaptation des outils au besoin : 4/5

Gestion de ces outils dans le gestionnaire de poste de travail : 2/5. Par exemple :

- les mises à jour IntelliJ ne prennent pas en compte les plugin installés,
- l'intervalle de temps entre la demande d'installation d'un logiciel et son installation est trop longue.","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,"La documentation est souvent de très bonne qualité mais parfois difficile à comprendre, car elle ne fait pas état de connaissances supposées connues (mais qui ne le sont pas toujours) par l'utilisateur. Des howtos pas à pas OU un effort de mise en contexte/rappel de contexte serait appréciable.","Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,"L'information n'est globalement pas toujours bien structurée, c'est souvent compliqué de savoir où trouver une info ou à qui s'adresser pour un problème donné.

Lorsqu'une équipe publie dans un canal tchap une maintenance à faire pour que les outils continuent à fonctionner, les dévs doivent souvent la réaliser dans l'urgence. Quand la programmation des travaux se fait sur des sprints de 3 semaines, c'est préférables d'avoir une visibilité au grand minimum à 3 sprints d'avance, et préférentiellement au trimestre.",Si vous aviez trois choses à améliorer ce serait,"'- La pédagogie dans la documentation par ailleurs très complète et agréable (plus de contexte, plus de howtos, plus de détails).
- Anticiper mieux les communication pour laisser aux équipes de réalisation le temps de planifier les maintenances (ex : ephemeral storage annoncée le 9 décembre pour le 13 janvier en production).
- Laisser aux dévs plus de latitude pour installer leurs outils sans passer par siamoi/le centre logiciel lent, peu pratique, buggé.",Si vous deviez lister 3 points forts,"'- La communication avec les équipes produits.
- L'exhaustivité de la documentation fournie.
",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,"Offre quasiment complète, mais manque des outils communs sur l'accessibilité mis en avant","Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,Pas forcément clair de savoir quel outil utiliser,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"Le focus sur l'accessibilité (formation nécessaire pour les équipes travaillant sur des applications avec IHM par exemple)
Une formation interne sur Kube lorsque l'on passe d'une appli VM à une appli conteneurisé",Si vous deviez lister 3 points forts,"Le partage de connaissances au sein du service de développement
Le bon outillage pour communiquer facilement (Tchap ""Contactez-nous"", trombi.insee.fr pour récupérer les mails)",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,5,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,/,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,PGCOC,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",2,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,"Hormis le séminaire du dev, il n'y a pas vraiment d'animation du dev pilotée à l'échelle nationale ce qui est dommage. Au sein du SNDIL l'animation est portée par un groupe de volontaires et fonctionne très bien. On pourrait imaginer des postes d'experts (devops, sécu, IA, accessibilité, écoconception) rattachés à la DAD et dispatchés dans les SNDI, comme ça peut être le cas pour les architectes",Formation & support,1,"Offre de formation au SNDIL, mais rien de connu à niveau national ou en tout cas pas suffisamment diffusé",Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"1. améliorer/créer les documentations de services de la prod type IAHS, observabilité, poste de travail, ... pour alléger les canaux de discussion avec des sites documentaires bien fournis et largement diffusés (prendre exemple sur l'équipe Kube !).
2. étendre le réseau des ""sachant"" dans tous les services pour avoir un interlocuteur de proximité, et créer des postes en conséquence qui peuvent être intéressants pour les carrières des agents.
3. attention à l'agilité et parfois à la multiplication des réunions, penser à des scrum masters pour éviter les dérives",Si vous deviez lister 3 points forts,"1. devops Kube très très bien diffusé et facile à intégrer grâce à la doc
2. groupe de travail au SNDIL autour du rangement de nos affaires, uniformisation et amélioration commune des pratiques qui est super
3. réactivité des groups tchap de la prod",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",5,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",5,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",5,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",5,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",5,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",1,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",1,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",2,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",1,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",1,Non renseigné,Formation & support,1,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,1,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"'- organiser autrement les équipes: dev backend, dev frontend. Quand on doit tout faire, on ne fait rien de bien. La charge d'apprentissage est trop élevée. Le frontend est un domaine à part qui est complètement délaissé (pour l'aspect graphique, on ne se pose pas la question, on prend un framework qui fait mal le travail, c'est plus rapide que de le faire à la main...).
- systématiser l'intervention de web designer (internes c'est mieux, ou de prestataires à la rigueur). Les maquettes faites par le métier ou par les dev ne sont pas à la hauteur du monde professionnel. Web designer, c'est un métier à part qui ne s'improvise pas.
- utilisation des outils, notamment au niveau des IA. Je comprends l'impératif de sécurité, mais l'IA est là depuis plusieurs années, et on vient juste d'avoir un avis de l'IG. Il faut plus de souplesse dans l'utilisation de l'IA. On ne peut pas se satisfaire d'être à la traîne de la technologie et du reste du monde.
- 4e point, bonus. Continuer à avoir des développeurs senior catégorie B, et donc sous-payés, est un non-sens en terme de motivation et de performance. Pour les métiers techniques et pointus, il faut un moyen autre que des concours hors-sol et des passages au choix qui se font quand les astres sont bien alignés pour pouvoir évoluer.",Si vous deviez lister 3 points forts,"'- humainement, les équipes sont agréables et investies dans leur travail.",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",2,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",3,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIO,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,PGCOC,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",4,La diversité des outils est très bonne. Attention cependant à ne pas multiplier les fonctionnalités qui feraient doublons.,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,L'offre s'est pas mal étoffée ces derniers mois. La documentation est claire mais la configuration est souvent un parcours du combattant.,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",4,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",4,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,4,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,4,"Le métier évolue beaucoup et reste très enrichissant. Une difficulté serait dans le choix et la prise en main d'outils spécifiques, par exemple Tuleap vs Gitlab pour la gestion de projet.",Si vous aviez trois choses à améliorer ce serait,Plus d'interactions entre les SNDI pour la mise en commun des savoirs et faciliter la montée en compétences des développeurs.,Si vous deviez lister 3 points forts,"L'agilité, le réseau et les outils",Depuis un an vous diriez :,Que votre expérience développeur est la même
Dans quel service développez-vous ?,SNDIP,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",3,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,5,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIN,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",3,Inquiétudes sur la fragilité de l'installation podman. Cet outil devient central dans nos stratégies de developpement et de test local.,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",4,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",5,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",3,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",3,Les nouvelles solutions sembles prometeuses. L'articulation des offres VM et Kube est très floue.,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",4,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,3,Non renseigné,Si vous aviez trois choses à améliorer ce serait,"Disposer d'un poste de travail adapté aux dev
Du docker in docker autorisé dans les CI pour les tests
",Si vous deviez lister 3 points forts,"La transformation devops : documentation et canaux d'échanges de la plupart des équipes services
L'offre Kube
",Depuis un an vous diriez :,Que votre expérience développeur s'est améliorée
Dans quel service développez-vous ?,SNDIL,"Votre avis sur l'offre d'outils pour le développement IDE, gitlab, CI/CD, podman, sonar, compas, oscar, etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops VM accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'offre de service devops Kube accès à l'offre de service et à sa documentation, facilité d'utilisation, qualité du support...",Non renseigné,Non renseigné,"Votre avis sur l'outillage pour la sécurité les PES, analyzer, checkmarx, gitleaks,etc.",Non renseigné,Non renseigné,"Votre avis sur l'offre de service d'observabilité monitor Elastic, Graphana, Glowroot, etc.",Non renseigné,Non renseigné,"Votre avis sur l'animation du dev ? Séminaires du dev, devops ac, kata, dojo, retex, prestations Ippon, etc.",Non renseigné,Non renseigné,Formation & support,Non renseigné,Non renseigné,Votre avis global sur votre expérience de développeur à l'Insee,Non renseigné,Non renseigné,Si vous aviez trois choses à améliorer ce serait,Non renseigné,Si vous deviez lister 3 points forts,Non renseigné,Depuis un an vous diriez :,Non renseigné
